1	2	2
1	3	1
1	8	2
1	9	2
1	12	1
1	13	2
1	14	2
1	16	2
1	17	2
1	18	2
2	3	1
2	8	2
2	9	2
2	12	1
2	13	2
2	14	2
2	16	2
2	17	2
2	18	2
3	6	1
3	7	1
3	8	3
3	9	1
3	11	1
3	12	1
3	13	1
3	14	1
3	15	2
3	16	1
3	17	1
3	18	2
3	19	2
4	5	2
4	6	2
4	8	2
4	10	2
5	6	2
5	8	2
5	10	2
6	7	1
6	8	3
6	10	2
6	11	1
6	12	1
6	15	2
6	18	1
6	19	1
7	8	1
7	11	2
7	12	1
7	15	2
7	19	1
8	9	2
8	10	2
8	11	1
8	12	1
8	13	3
8	14	3
8	15	4
8	16	2
8	17	2
8	18	3
8	19	2
9	12	1
9	13	2
9	14	2
9	16	2
9	17	2
9	18	2
11	12	1
11	15	3
11	19	1
12	13	1
12	14	1
12	15	1
12	16	1
12	17	1
12	18	1
13	14	2
13	16	2
13	17	2
13	18	2
14	16	2
14	17	2
14	18	2
15	18	1
15	19	2
16	17	2
16	18	2
17	18	2
18	19	1
