1	3	4
1	9	4
2	7	30
2	8	15
2	10	10
3	9	4
4	11	2
4	17	2
4	20	6
4	22	2
4	23	6
4	24	4
4	26	2
4	29	4
5	6	2
5	12	4
5	13	2
5	15	2
5	18	2
5	19	2
5	21	2
5	25	2
5	28	2
6	12	4
6	13	2
6	15	2
6	18	2
6	19	2
6	21	2
6	25	2
6	28	2
7	8	18
7	10	12
8	10	6
9	14	8
9	16	4
9	17	6
11	17	4
11	20	4
11	22	2
11	23	3
11	24	2
11	26	2
11	27	2
11	29	2
12	13	4
12	15	4
12	18	4
12	19	4
12	21	4
12	25	4
12	28	4
13	15	2
13	18	2
13	19	2
13	21	2
13	25	2
13	28	2
14	16	8
14	17	12
15	18	2
15	19	2
15	21	2
15	25	2
15	28	2
16	17	6
17	20	6
17	22	4
17	23	3
17	24	2
17	26	4
17	27	6
17	29	2
18	19	2
18	21	2
18	25	2
18	28	2
19	21	2
19	25	2
19	28	2
20	22	4
20	23	9
20	24	6
20	26	4
20	27	2
20	29	6
21	25	2
21	28	2
22	23	3
22	24	2
22	26	2
22	27	2
22	29	2
23	24	6
23	26	3
23	29	6
24	26	2
24	29	4
25	28	2
26	27	2
26	29	2
