1	6	12
1	13	6
1	21	3
1	24	6
1	27	6
2	23	4
2	25	4
3	5	6
3	10	6
3	11	4
3	15	10
3	27	6
3	28	4
4	7	4
4	8	4
4	14	6
4	18	4
4	19	4
4	26	6
5	10	9
5	11	6
5	15	15
5	27	9
5	28	6
6	13	8
6	21	4
6	24	8
6	27	8
7	8	4
7	14	6
7	18	4
7	19	4
7	26	6
8	14	6
8	18	4
8	19	4
8	26	6
9	20	4
9	22	4
10	11	6
10	15	15
10	27	9
10	28	6
11	15	10
11	27	6
11	28	4
12	13	2
12	27	2
12	28	4
13	21	3
13	24	4
13	27	5
13	28	2
14	18	6
14	19	6
14	26	9
15	27	15
15	28	10
16	17	6
16	24	6
16	25	6
17	24	4
17	25	4
18	19	4
18	26	6
19	26	6
20	22	4
21	24	2
21	27	2
23	25	4
24	25	4
24	27	4
27	28	8
