1	17	8
1	24	9
1	27	41
1	28	10
1	29	14
1	33	12
1	43	12
1	46	8
1	47	12
1	48	13
1	52	10
1	55	4
1	60	13
2	9	12
2	22	2
2	31	2
2	39	1
2	44	2
2	57	6
3	13	2
3	44	2
3	50	4
3	51	4
4	10	8
4	36	4
4	49	2
4	55	2
4	58	8
5	8	6
5	19	6
5	20	4
5	30	10
5	49	2
5	57	6
5	62	4
6	15	6
6	53	6
7	16	6
7	25	3
7	26	3
7	39	6
7	45	6
7	61	3
8	19	9
8	20	6
8	30	15
8	49	3
8	57	9
8	62	6
9	57	8
10	36	8
10	49	4
10	55	4
10	58	16
11	12	2
11	14	4
11	23	6
11	40	4
11	42	4
11	54	2
11	56	6
12	14	2
12	23	3
12	40	2
12	41	2
12	42	2
12	54	1
12	56	3
13	37	2
13	38	2
13	44	1
13	50	2
13	51	3
14	23	6
14	40	4
14	42	4
14	54	2
14	56	6
15	53	4
16	25	2
16	26	2
16	39	4
16	45	4
16	61	2
17	24	2
17	27	18
17	29	2
17	33	6
17	43	6
17	46	4
17	47	6
17	48	4
17	55	2
17	60	4
18	21	6
18	54	9
19	20	6
19	30	15
19	49	3
19	57	9
19	62	6
20	30	10
20	49	2
20	57	6
20	62	4
21	54	6
22	31	4
22	39	2
22	44	4
23	40	6
23	42	6
23	54	3
23	56	9
24	27	10
24	28	2
24	29	3
24	33	3
24	43	3
24	46	2
24	47	3
24	48	3
24	52	2
24	55	1
24	60	3
25	26	3
25	30	5
25	36	2
25	39	2
25	41	1
25	45	2
25	59	3
25	61	3
26	30	2
26	36	1
26	39	2
26	45	2
26	61	2
27	28	2
27	29	11
27	33	27
27	43	27
27	46	18
27	47	27
27	48	19
27	52	2
27	55	9
27	60	19
28	29	4
28	48	2
28	52	4
28	60	2
29	33	3
29	43	3
29	46	2
29	47	3
29	48	4
29	52	4
29	55	1
29	60	4
30	36	2
30	41	1
30	49	5
30	57	15
30	59	3
30	61	2
30	62	10
31	39	2
31	44	4
32	40	10
32	45	5
33	43	9
33	46	6
33	47	9
33	48	6
33	55	3
33	60	6
34	35	6
34	51	6
35	51	4
36	49	2
36	55	2
36	58	8
36	61	1
37	38	4
37	51	2
38	51	2
39	44	2
39	45	4
39	61	2
40	42	4
40	45	2
40	54	2
40	56	6
41	59	3
42	54	2
42	56	6
43	46	6
43	47	9
43	48	6
43	55	3
43	60	6
44	50	2
44	51	2
45	61	2
46	47	6
46	48	4
46	55	2
46	60	4
47	48	6
47	55	3
47	60	6
48	52	2
48	55	2
48	60	5
49	55	1
49	57	3
49	58	4
49	62	2
50	51	4
52	60	2
54	56	3
55	58	4
55	60	2
57	62	8
